Def,State,Word
quite some,idm,ႏွယ္ႏွယ္ရရမဟုတ္။
quite something,idm,နည္းနည္းေနာေနာမွတ္လုိ႔။
quits,adj,ေက်ၿပီ။
quiver,n,ျမားက်ည္ေတာက္။ တုန္လႈပ္ျခင္း။ သိမ့္သိမ့္တုန္ျခင္း။
quiver,v,တုန္သည္။ တုန္ယင္သည္။
quixotic,adj,ေလထဲတြင္ တုိက္အိမ္ေဆာက္ေသာ။ လက္ေတြ႔မက်ေသာ။ စိတ္ကူးယဥ္ဆန္ေသာ။
quiz,n,ဥာဏ္စမ္းပေဟဠိ။ ဉာဏ္စမ္းပေဟဠိၿပိဳင္ပြဲ။ (US) အလြတ္ ေရးေျဖစာေမးပြဲ။
quiz,v,ေမးျမန္းစုံစမ္းသည္။ (US) အလြတ္ေရးေျဖ စာေမးပြဲ က်င္းပသည္။
quizzical,adj,သေရာ္က်ီစယ္ေသာ။ မခ်ဳိမခ်ဥ္။ ေငါ့ေတာ့ေတာ့။ သေရာ္ ေတာ္ေတာ္။
quizzically,adv,ျပံဳးစနဲ႔နဲ႔။ နားမလည္ႏိုင္သလို။
quoit,n,သံတုိင္၊ သစ္သားတုိင္ စသည္ကုိ စြပ္မိေအာင္ပစ္ရေသာ) သားေရ၊ ပလတ္စတစ္ စသည္ ကြင္း။ ယင္းကဲ့သုိ႔ ပစ္ကစားနည္း။
quorum,n,အစည္းအေဝး ထေျမာက္ရန္ အနည္းဆုံးလုိသည့္ဦးေရ။
quota,n,ေဝစု။ ခြဲတမ္း။ အကန္႔အသတ္ျဖင့္ ခြင့္ျပဳသည့္ပမာဏ။ ကန္႔သတ္ပမာဏ။
quotable,adj,အကုိးအကားျပဳႏိုင္ေသာ။ အကုိးအကား ျပဳထုိက္ေသာ။
quotation,n,ကုိးကားခ်က္။ က်မ္းကုိး။ အကုိး။ စာကုိး။ ကုိးကားခ်က္။ အကုိးအကား။  (ေငြစာရင္း) ေပါက္ေဈး။
quotation marks,n,မ်က္ေတာင္အဖြင့္အပိတ္။ (̏ … ˝)။
quote,v,တစ္ဦးတစ္ေယာက္၏ အဆိုကိုကိုကားသည္။ ေဈးဆုိသည္။ ေဈးေခၚသည္။ (ေငြစာရင္း) (အစုရွယ္ယာစသည္)  ေဈးေပါက္သည္။
quoth,v,ေျပာသည္။ ဆုိသည္။
quotient,n,အတုိင္းအတာ။ ပမာဏ။ (သခ်ာၤ) စားလဒ္။
R,art,အဂၤလိပ္အကၡရာစဥ္၏ ၁၈လံုးေျမာက္စာလံုး။
rabbi,n,ရဟူဒီတရားေဟာဆရာ။
rabbit,n,ယုန္
rabbit,v,ယုန္လုိက္ဖမ္းသည္။
rabid,adj,ရူးသြပ္ေသာ။
rabble,n,လူစုလူေဝး။ လူညံ့စု။ ႐ႈပ္ယွက္ခတ္ေနေသာ လူညံ့စု။
rabies,n,ေခြးရူးျပန္ေရာဂါ။
race,n,ၿပိဳင္ပြဲ။ လူမ်ဳိး၊ လူမ်ဳိးႏြယ္၊ မ်ဳိးဆက္
race,v,ယွဥ္ၿပိဳင္သည္။
racer,n,ၿပိဳင္ပြဲတြင္ဝင္ေရာက္ ယွဥ္ၿပိဳင္သည့္ျမင္း သုိ႔မဟုတ္ ကား။ 
racing,n,ယွဥ္ၿပိဳင္ျခင္း။
raceme,n,ပန္းခုိင္။
racial,adj,မ်ဳိးရုိး၊ လူမ်ဳိးႏွင့္ဆုိင္ေသာ။
racial discrimination,n,အသားအေရာင္ခြဲျခားျခင္း။
racially,adv,လူမ်ဳိးေရး ဘာသာအားျဖင့္။
racism,n,လူမ်ဳိးခြဲျခားေရးဝါဒ။
racist,n,လူမ်ဳိးခြဲျခားေရးဝါဒီ။
rack,n,ခ်ိတ္ဆြဲရန္၊ တင္ရန္အတြက္ သံေခ်ာင္းမ်ားျဖင့္ ျပဳလုပ္ထားသည့္စင္။
rack,v,ဆန္႔သည္။ ဆန္႔ေစသည္။ ညႇင္းပန္းႏွိပ္စက္သည့္စင္တြင္ ဆြဲဆန္႔ႏွိပ္စက္သည္။
racket,n,က်ယ္ေလာင္သည့္အသံ။ (US colloq) ေငြကုိမရုိးသားေသာနည္းျဖင့္ ရရွိျခင္း။ ဒုစရုိက္လုပ္ငန္းမ်ားျဖင့္ အသက္ေမြးဝမ္းေက်ာင္းျပဳသူ။
racket,v,ေပ်ာ္ေပ်ာ္ပါးပါးေနသည္။
rackety,adj,ေပ်ာ္ေပ်ာ္ပါးပါးေနထုိင္ေသာ။
raconteur,n,ပံုေျပာေကာင္းသူ။
raccon,n,ေတာေၾကာင္။
racy,adj,အသက္ပါေသာ (စာ/စကား)။ ေျမႀကီးနံ႔ရေသာ။ ထက္ျမက္ေသာ။ သြက္လက္ေသာ။ ႏွစ္သက္ဖြယ္ေကာင္းေသာ။
radar,n,ေရဒါကိရိယာ။
radial,adj,အခ်င္းတဝက္ႏွင့္ဆုိင္ေသာ။ ဓာတ္ေရာင္ျခည္ႏွင့္ဆုိင္ေသာ။ ေရာင္ျခည္အလယ္ဗဟုိမွ ျဖာထြက္ေသာ။
radiant,adj,အလင္းေရာင္ ျဖာထြက္ေသာ။ (အၾကည့္၊ မ်က္လံုးမ်ား) ေတာက္ပေသာ။
radiance,n,အလင္းေရာင္ေတာက္ပျခင္း။
radiantly,adv,အလင္းေရာင္ေတာက္ပစြာ။
radiate,v,ေရာင္ျခည္ျဖာထြက္သည္။
radiation,n,ေရာင္ျခည္ျဖာထြက္ျခင္း။
radiator,n,အပူရွိန္၊ ေရေႏြးေငြ႕ ျပန္ေစေသာကိရိယာ။
radical,adj,မူလအရင္းအျမစ္ႏွင့္ဆုိင္ေသာ။
radicle,n,အေညႇာင့္၊ အစုိ႔၊ အကင္း။
radio,n,ေရဒီယုိအသံဖမ္းစက္။ ေရဒီယုိ။
radio,pref,အပူရွိန္ဓာတ္ေငြ႕ႏွင့္ဆုိင္ေသာ။
radioactive,n,ေရဒီယုိ သတိၱႂကြေသာ။
radioactivity,n,ေရဒီယုိ သတိၱႂကြျခင္း။
radiograph,n,ဓာတ္မွန္၊ ဓာတ္ပံု။
radiographer,n,ဓာတ္မွန္ရုိက္သူ။
radiogram,n,ေရဒီယုိျဖင့္ပုိ႔ေသာ သတင္းလႊာ။
radiotherapy,n,ဓာတ္ေရာင္ျခည္ျဖင့္ကုသျခင္း။
radiology,n,ဓာတ္မွန္ပညာရပ္။
radish,n,မုန္လာဥျဖဴ။
radium,n,ေရဒီယမ္သတၱဳ။
radius,n,စက္ဝုိင္း၏ ဗဟုိခ်က္မွ အနားေရးမ်ဥ္းအထိ ေရးဆြဲထားသည့္မ်ဥ္းေၾကာင္း။
radix,n,စကားရင္း။ စကားအစ။
raffla,n,ထန္းပင္၊ အုန္းပင္ကဲ့သုိ႔ေသာ အပင္မွရသည့္ ျခင္းေတာင္း၊ ဦးထုပ္စသည့္ ရက္လုပ္ရေသာေလွ်ာ္။
raffish,adj,ဝရုန္းသုန္းကားျဖစ္ေသာ။
raffle,n,မဲေဖာက္ျခင္း။
raffle,v,ပစၥည္းတစ္ခုကုိမဲေဖာက္၍ေရာင္းသည္။
raft,n,(ဝါး)ေဖာင္။
rafter,n,အမုိးဒုိင္း။ တန္း။
rag,n,အဝတ္စုတ္။ (colloq) ေနာက္ေျပာင္က်ီစယ္သည္။
ragamuffin,n,ၿပဲေနေသာ အဝတ္အစားမ်ား ဝတ္ဆင္ထား၍ ညစ္ပတ္ေပေရေနသည့္ကေလး။
rage,n,ေဒါသ၊ ျပင္းျပသည့္စိတ္ဆႏၵ။
rage,v,ေဒါသျဖစ္သည္။
ragged,adj,အဝတ္အစားမ်ား စုတ္ၿပဲေနေသာ။
raglan,n,စြပ္က်ယ္အက်ႌ။
ragout,n,အသားႏွင့္ ဟင္းသီးဟင္းရြက္မ်ား ေရာခ်က္ထားသည့္ ဟင္းခ်ဳိ။
ragtag,n,ဝရုန္းသံုးကားလူစု။
ragtime,n,ျမဴးႂကြသည့္ေတးသံ။
ragtime,adj,လူကုိျမဴးႂကြေစေသာ။
rah!,int,အာေမဋိတ္အသံ။ ရား!
rah!,n,ၿပိဳင္ပြဲမ်ား၌ေအာ္ဟစ္အားေပးသံ။
raid,n,ရုတ္တရက္ဝင္တုိက္ျခင္း။
raid,v,ရုတ္တရက္ဝင္တုိက္သည္။
raider,n,ရုတ္တရက္ဝင္တုိက္သူ (သုိ႔) ေလယာဥ္ပ်ံ (သုိ႔) သေဘၤာ။
rail,n,လက္တန္း၊ လက္ရမ္း။ မီးရထားသံလမ္း။
rail,v,အျပစ္ရွာသည္။ အျပစ္ဖုိ႔သည္။
rail-road,v,(US) မီးရထားသံလမ္း။
railing,n,အျပစ္ရွာျခင္း။ အျပစ္ဖုိ႔ျခင္း။ အျပစ္တင္စကား။
raillery,n,ေနာက္ေျပာင္ျခင္း။
raiment,n,အဝတ္အစားမ်ား။
rain,n,မုိး။ မုိးရြာျခင္း။
rain,v,မုိးရြာသြန္းသည္။
rainbow,n,သက္တန္႔။
rain-coat,n,မုိးကာအက်ႌ။
raindrop,n,မုိးစက္။
rainy,adj,မုိးသည္းေသာ။
raise,v,မသည္။ ေျမႇာက္သည္။ အျမင့္တက္ေစသည္။
raisin,n,စပ်စ္သီးေျခာက္။
raj,n,အုပ္စုိးျခင္း။
Rajah,n,မဟာရာဂ်ာ။ အိႏိၵယရွင္ဘုရင္။ ေစာ္ဘြား။
rake,n,ထြန္ျခစ္။
rake,v,ထြန္ျခစ္ျဖင့္ ညီေအာင္ျပဳလုပ္သည္။
rake-off,n,အျမတ္အစြန္းရသည့္ေဝစု။
rakish,adj,အက်င့္စာရိတၱမေကာင္းေသာ။
rally,v,စုရံုးသည္။ ေနာက္ေျပာင္သည္။
rally,n,စုရံုးျခင္း။
ram,n,သုိးထီး။ၿဖိဳဖ်က္ရန္ယႏၱရား။ 
ram,v,အားျဖင့္ထုရုိက္သည္။
Ramadan,n,မြတ္စလင္မ်ား၏ဥပုသ္လ။
ramble,v,လွည့္ပတ္သြားလာသည္။
rambunctious,adj,ဆူဆူညံညံျဖစ္ေသာ။
ramify,v,ျဖာထြက္သည္။
ramose,adj,ျဖာထြက္ေသာ။
ramp,v,ႏြယ္တက္သည္။ ခုန္ေပါက္ျမဴးတူးသည္။ မတ္တက္ရပ္သည္။
ramp,n,ဆင္ေျခေလွ်ာ။ (GB) ေစ်းႀကီးရရန္အတြက္ မရုိးမသားျပဳလုပ္ျခင္း။
rampage,v,ေဒါသထြက္သည္။
rampant,adj,အပင္မ်ားစြာေပါက္ေသာ။ ခုန္ေက်ာ္ေသာ။ သန္စြမ္းလြန္းေသာ။
rampart,n,ခံကတုတ္။ တပ္ရုိး။
ramrod,n,ေသနတ္ယမ္းထုိးတံ။
ramshackle,adj,မခုိင္ခံ့ေသာ။ အုိမင္းေဟာင္းႏြမ္းေသာ။ ၿပိဳက်လုျဖစ္ေသာ။ ျဖစ္ကတတ္ဆန္း ျပဳလုပ္ထားေသာ။
ranch,n,စုိက္ပ်ဳိးေမြးျမဴေရးျခံ။
rancher,n,စုိက္ပ်ဳိးေမြးျမဴေရးလုပ္ကုိင္သူ။
rancid,adj,အခ်ဥ္ဓာတ္ေပါက္ေသာ။ ဆီေခ်းေစာ္နံေသာ။
rancour,n,နာက်ည္းျခင္း။
rand,n,ေတာင္အာဖရိကႏုိင္္ငံသံုးေငြ။
random,n,ေရာက္တတ္ရာရာ ရည္မွန္းခ်က္မရွိဘဲ ျပဳလုပ္ျခင္း။
random,adj,နေမာ္နမဲ့ျပဳလုပ္ေသာ။ ရမ္းသမ္းျပဳလုပ္ေသာ။
randy,adj,ဆူညံေသာ။
ranee,n,ေစာ္ဘြားကေတာ္။
rani,n,ေစာ္ဘြားကေတာ္။
range,n,အတန္း။ က်ည္ဆံ၊ အေျမာက္ဆံေရာက္ႏုိင္သည့္ အကြာအေဝး။
range,v,တန္းထားသည္။
ranger,n,ေတာကုိေစာင့္သည့္အမႈထမ္း။ ျမင္းစီးတပ္သား။ (US)အေသခံတပ္သား။ (GB) ပန္းျခံေစာင့္။
